transcript_id_1	transcript_type	known_or_novel	gene_id	class_code
TCONS_00067077	protein_coding	known	LOC100255983	equal
TCONS_00067078	protein_coding	known	LOC100245630	equal
TCONS_00067079	protein_coding	known	LOC100250844	equal
TCONS_00067083	protein_coding	known	LOC100268021	equal
TCONS_00067086	protein_coding	known	LOC100252607	equal
TCONS_00067087	protein_coding	known	LOC100264589	equal
TCONS_00067088	protein_coding	known	LOC100264650	equal
TCONS_00067089	protein_coding	known	LOC100259416	equal
TCONS_00067093	protein_coding	known	LOC100249262	equal
TCONS_00067096	protein_coding	known	LOC100261227	equal
TCONS_00067097	protein_coding	known	LOC100256064	equal
TCONS_00067098	protein_coding	known	LOC100268094	equal
TCONS_00067100	protein_coding	known	LOC100250987	equal
TCONS_00067101	protein_coding	known	LOC100245850	equal
TCONS_00067104	protein_coding	known	LOC100267870	equal
TCONS_00067105	protein_coding	known	LOC100252467	equal
TCONS_00067106	protein_coding	known	LOC100242218	equal
TCONS_00067109	protein_coding	known	LOC100254212	equal
TCONS_00067123	protein_coding	known	LOC100266273	equal
TCONS_00067131	protein_coding	known	LOC100262863	equal
TCONS_00067133	protein_coding	known	LOC100249186	equal
TCONS_00067136	protein_coding	known	LOC100256057	equal
TCONS_00067140	protein_coding	known	LOC104880639	equal
TCONS_00067141	protein_coding	known	LOC100853124	equal
TCONS_00067142	protein_coding	known	LOC100242358	equal
TCONS_00067146	protein_coding	known	LOC100264719	equal
TCONS_00067147	protein_coding	known	LOC100259546	equal
TCONS_00071820	protein_coding	known	LOC100254132	equal
TCONS_00067152	protein_coding	known	LOC100244088	equal
TCONS_00067151	protein_coding	known	LOC100244088	equal
TCONS_00067155	protein_coding	known	LOC100261221	equal
TCONS_00067156	protein_coding	known	LOC100250981	equal
TCONS_00067160	protein_coding	known	LOC100232931	equal
TCONS_00067164	protein_coding	known	LOC100259402	equal
TCONS_00067165	protein_coding	known	LOC100257586	equal
TCONS_00067166	protein_coding	known	LOC100261137	equal
TCONS_00067167	protein_coding	known	LOC100242209	equal
TCONS_00067171	protein_coding	known	LOC100262932	equal
TCONS_00067172	protein_coding	known	LOC100249096	equal
TCONS_00067173	protein_coding	known	LOC100247563	equal
TCONS_00070806	protein_coding	known	LOC100242430	equal
TCONS_00067175	protein_coding	known	LOC100243939	equal
TCONS_00067177	protein_coding	known	LOC100266265	equal
TCONS_00067176	protein_coding	known	LOC100266265	equal
TCONS_00067178	protein_coding	known	LOC100261054	equal
TCONS_00067179	protein_coding	known	LOC100250827	equal
TCONS_00067185	protein_coding	known	LOC100266194	equal
TCONS_00067186	protein_coding	known	LOC100268005	equal
TCONS_00067188	protein_coding	known	LOC100250746	equal
TCONS_00067190	protein_coding	known	LOC100262854	equal
TCONS_00067194	protein_coding	known	LOC100252597	equal
TCONS_00067196	protein_coding	known	LOC100264570	equal
TCONS_00067199	protein_coding	known	LOC100249177	equal
TCONS_00068825	protein_coding	known	LOC100268077	equal
TCONS_00069562	protein_coding	known	LOC100257802	equal
TCONS_00067211	protein_coding	known	LOC104880647	equal
TCONS_00067214	protein_coding	known	LOC100254347	equal
TCONS_00067217	protein_coding	known	LOC100254414	equal
TCONS_00067216	protein_coding	known	LOC100254414	equal
TCONS_00067220	protein_coding	known	LOC100266187	equal
TCONS_00067227	protein_coding	known	LOC100247411	equal
TCONS_00067239	protein_coding	known	LOC100261125	equal
TCONS_00067238	protein_coding	known	LOC100261125	equal
TCONS_00067252	protein_coding	known	LOC100266419	equal
TCONS_00068846	protein_coding	known	LOC100261210	equal
TCONS_00067253	protein_coding	known	LOC100261210	equal
TCONS_00067254	protein_coding	known	LOC109123406	equal
TCONS_00067257	protein_coding	known	LOC100256125	equal
TCONS_00067261	protein_coding	known	LOC100266181	equal
TCONS_00067265	protein_coding	known	LOC100260978	equal
TCONS_00067266	protein_coding	known	LOC100250972	equal
TCONS_00067269	protein_coding	known	LOC100245830	equal
TCONS_00067272	protein_coding	known	LOC100268154	equal
TCONS_00067271	protein_coding	known	LOC100268154	equal
TCONS_00067273	protein_coding	known	LOC100268154	equal
TCONS_00067274	protein_coding	known	LOC100262770	equal
TCONS_00068854	protein_coding	known	LOC100252451	equal
TCONS_00067284	protein_coding	known	LOC100264482	equal
TCONS_00067287	protein_coding	known	LOC100266327	equal
TCONS_00067288	protein_coding	known	LOC100250892	equal
TCONS_00067296	protein_coding	known	LOC100264696	equal
TCONS_00067297	protein_coding	known	LOC100266256	equal
TCONS_00067300	protein_coding	known	LOC100255960	equal
TCONS_00067301	protein_coding	known	LOC100254401	equal
TCONS_00067302	protein_coding	known	LOC100854031	equal
TCONS_00067304	protein_coding	known	LOC100250818	equal
TCONS_00067306	protein_coding	known	LOC100245678	equal
TCONS_00067308	protein_coding	known	LOC100257724	equal
TCONS_00067317	protein_coding	known	LOC100254338	equal
TCONS_00067319	protein_coding	known	LOC100854466	equal
TCONS_00067320	protein_coding	known	LOC100249240	equal
TCONS_00067327	protein_coding	known	LOC100266409	equal
TCONS_00067332	protein_coding	known	LOC100261198	equal
TCONS_00067333	protein_coding	known	LOC100243988	equal
TCONS_00067334	protein_coding	known	LOC100250962	equal
TCONS_00067335	protein_coding	known	LOC100245822	equal
TCONS_00067336	protein_coding	known	LOC100268144	equal
TCONS_00067340	protein_coding	known	LOC100262992	equal
TCONS_00067338	protein_coding	known	LOC100262992	equal
TCONS_00067342	protein_coding	known	LOC100252442	equal
TCONS_00067345	protein_coding	known	LOC100242189	equal
TCONS_00067346	protein_coding	known	LOC100266475	equal
TCONS_00067347	protein_coding	known	LOC100266475	equal
TCONS_00067348	protein_coding	known	LOC100259301	equal
TCONS_00067361	protein_coding	known	LOC100255957	equal
TCONS_00067364	protein_coding	known	LOC100250810	equal
TCONS_00067363	protein_coding	known	LOC100250810	equal
TCONS_00067366	protein_coding	known	LOC100245670	equal
TCONS_00067365	protein_coding	known	LOC100245670	equal
TCONS_00067367	protein_coding	known	LOC100267990	equal
TCONS_00067368	protein_coding	known	LOC104880662	equal
TCONS_00067371	protein_coding	known	LOC100266313	equal
TCONS_00068882	protein_coding	known	LOC100261107	equal
TCONS_00067373	protein_coding	known	LOC100261107	equal
TCONS_00067374	protein_coding	known	LOC100252580	equal
TCONS_00067379	protein_coding	known	LOC100257780	equal
TCONS_00067384	protein_coding	known	LOC100250952	equal
TCONS_00067390	protein_coding	known	LOC104880666	equal
TCONS_00071376	protein_coding	known	LOC104880666	equal
TCONS_00067389	protein_coding	known	LOC104880666	equal
TCONS_00067388	protein_coding	known	LOC104880666	equal
TCONS_00067392	protein_coding	known	LOC100262987	equal
TCONS_00067398	protein_coding	known	LOC100252496	equal
TCONS_00067399	protein_coding	known	LOC104880668	equal
TCONS_00067400	protein_coding	known	LOC100250654	equal
TCONS_00067402	protein_coding	known	LOC100247088	equal
TCONS_00067412	protein_coding	known	VPP2	equal
TCONS_00067419	protein_coding	known	LOC100260911	equal
TCONS_00067418	protein_coding	known	LOC100260911	equal
TCONS_00067420	protein_coding	known	LOC100266114	equal
TCONS_00067421	protein_coding	known	LOC100243795	equal
TCONS_00067423	protein_coding	known	LOC100253925	equal
TCONS_00067428	protein_coding	known	LOC100249959	equal
TCONS_00067431	protein_coding	known	LOC100260208	equal
TCONS_00067433	protein_coding	known	LOC100265421	equal
TCONS_00067438	protein_coding	known	LOC100263653	equal
TCONS_00067439	protein_coding	known	LOC104880693	equal
TCONS_00069643	protein_coding	known	SIUP1	equal
TCONS_00067447	protein_coding	known	LOC100260114	equal
TCONS_00067454	protein_coding	known	LOC100246599	equal
TCONS_00068925	protein_coding	known	HT7	equal
TCONS_00067461	protein_coding	known	LOC100256785	equal
TCONS_00067460	protein_coding	known	LOC100256785	equal
TCONS_00067459	protein_coding	known	LOC100256785	equal
TCONS_00067462	protein_coding	known	LOC100260203	equal
TCONS_00067463	protein_coding	known	LOC100265415	equal
TCONS_00067464	protein_coding	known	LOC100243116	equal
TCONS_00067465	protein_coding	known	LOC100261877	equal
TCONS_00067467	protein_coding	known	LOC100248232	equal
TCONS_00067483	protein_coding	known	LOC100259369	equal
TCONS_00067485	protein_coding	known	TIL	equal
TCONS_00067491	protein_coding	known	LOC100255296	equal
TCONS_00067490	protein_coding	known	LOC100255296	equal
TCONS_00067495	protein_coding	known	LOC100243282	equal
TCONS_00068953	protein_coding	known	LOC100251960	equal
TCONS_00071413	protein_coding	known	LOC100262194	equal
TCONS_00067504	protein_coding	known	LOC100250183	equal
TCONS_00067505	protein_coding	known	LOC100263811	equal
TCONS_00067507	protein_coding	known	LOC100241540	equal
TCONS_00067510	protein_coding	known	LOC100256941	equal
TCONS_00067521	protein_coding	known	LOC100267212	equal
TCONS_00069670	protein_coding	known	LOC100244900	equal
TCONS_00067524	protein_coding	known	LOC100257095	equal
TCONS_00067526	protein_coding	known	LOC100243384	equal
TCONS_00069676	protein_coding	known	LOC100263924	equal
TCONS_00067534	protein_coding	known	LOC100250202	equal
TCONS_00067539	protein_coding	known	LOC100241649	equal
TCONS_00067540	protein_coding	known	LOC100246771	equal
TCONS_00067544	protein_coding	known	LOC100267275	equal
TCONS_00067550	protein_coding	known	LOC104877289	equal
TCONS_00067551	protein_coding	known	LOC100244999	equal
TCONS_00067555	protein_coding	known	LOC100854449	equal
TCONS_00067554	protein_coding	known	LOC100854449	equal
TCONS_00067556	protein_coding	known	LOC100260349	equal
TCONS_00067559	protein_coding	known	LOC100260381	equal
TCONS_00067565	protein_coding	known	LOC100265595	equal
TCONS_00067566	protein_coding	known	LOC100243286	equal
TCONS_00067567	protein_coding	known	LOC100248411	equal
TCONS_00067568	protein_coding	known	LOC100267284	equal
TCONS_00067571	protein_coding	known	LOC100258663	equal
TCONS_00067573	protein_coding	known	LOC100246646	equal
TCONS_00067576	protein_coding	known	LOC100263815	equal
TCONS_00067582	protein_coding	known	LOC100247594	equal
TCONS_00067589	protein_coding	known	LOC100251543	equal
TCONS_00068983	protein_coding	known	LOC100251543	equal
TCONS_00067592	protein_coding	known	LOC100261773	equal
TCONS_00069692	protein_coding	known	CYP716A17	equal
TCONS_00067597	protein_coding	known	CYP716A15	equal
TCONS_00067598	protein_coding	known	LOC100263908	equal
TCONS_00069693	protein_coding	known	LOC100263908	equal
TCONS_00067599	protein_coding	known	LOC100233071	equal
TCONS_00069698	protein_coding	known	LOC100260369	equal
TCONS_00067605	protein_coding	known	LOC100263801	equal
TCONS_00069701	protein_coding	known	LOC100246661	equal
TCONS_00067609	protein_coding	known	LOC100246661	equal
TCONS_00067608	protein_coding	known	LOC100246661	equal
TCONS_00067610	protein_coding	known	LOC100251795	equal
TCONS_00067613	protein_coding	known	LOC100250036	equal
TCONS_00067617	protein_coding	known	LOC100260485	equal
TCONS_00067636	protein_coding	known	LOC100246766	equal
TCONS_00067663	protein_coding	known	LOC100246466	equal
TCONS_00067664	protein_coding	known	LOC100246466	equal
TCONS_00067667	protein_coding	known	LOC100260789	equal
TCONS_00067674	protein_coding	known	LOC100264221	equal
TCONS_00067677	protein_coding	known	LOC100267718	equal
TCONS_00067682	protein_coding	known	LOC100252420	equal
TCONS_00067684	protein_coding	known	LOC100257549	equal
TCONS_00067690	protein_coding	known	LOC100262683	equal
TCONS_00067697	protein_coding	known	LOC100260603	equal
TCONS_00067711	protein_coding	known	LOC100256545	equal
TCONS_00067710	protein_coding	known	LOC100256545	equal
TCONS_00067712	protein_coding	known	LOC100261643	equal
TCONS_00067713	protein_coding	known	LOC100266836	equal
TCONS_00067718	protein_coding	known	LOC100247938	equal
TCONS_00067721	protein_coding	known	LOC100254783	equal
TCONS_00067722	protein_coding	known	LOC100263330	equal
TCONS_00067733	protein_coding	known	LOC100240988	equal
TCONS_00067748	protein_coding	known	LOC100266749	equal
TCONS_00067751	protein_coding	known	WKRY	equal
TCONS_00067766	protein_coding	known	LOC100852454	equal
TCONS_00067767	protein_coding	known	LOC100852454	equal
TCONS_00069075	protein_coding	known	HGGT	equal
TCONS_00067768	protein_coding	known	HGGT	equal
TCONS_00067769	protein_coding	known	LOC100242786	equal
TCONS_00067771	protein_coding	known	LOC100265076	equal
TCONS_00067779	protein_coding	known	LOC100244508	equal
TCONS_00067780	protein_coding	known	LOC100261636	equal
TCONS_00067782	protein_coding	known	LOC100246255	equal
TCONS_00067794	protein_coding	known	LOC100254698	equal
TCONS_00067795	protein_coding	known	LOC100254698	equal
TCONS_00067811	protein_coding	known	LOC100258185	equal
TCONS_00067815	protein_coding	known	LOC100266729	equal
TCONS_00067826	protein_coding	known	LOC100254769	equal
TCONS_00067827	protein_coding	known	LOC100249651	equal
TCONS_00067831	protein_coding	known	LOC100244502	equal
TCONS_00070973	protein_coding	known	LOC100261628	equal
TCONS_00067834	protein_coding	known	LOC100241035	equal
TCONS_00067851	protein_coding	known	LOC100243916	equal
TCONS_00067853	protein_coding	known	LOC100268037	equal
TCONS_00067861	protein_coding	known	LOC100267980	equal
TCONS_00067864	protein_coding	known	LOC100257707	equal
TCONS_00067866	protein_coding	known	LOC100242383	equal
TCONS_00067867	protein_coding	known	LOC100264670	equal
TCONS_00067868	protein_coding	known	LOC100259495	equal
TCONS_00067876	protein_coding	known	LOC100256162	equal
TCONS_00067879	protein_coding	known	LOC100262737	equal
TCONS_00067882	protein_coding	known	LOC100256095	equal
TCONS_00067881	protein_coding	known	LOC100256095	equal
TCONS_00067883	protein_coding	known	LOC100232962	equal
TCONS_00067884	protein_coding	known	LOC100232962	equal
TCONS_00069119	protein_coding	known	LOC100259344	equal
TCONS_00067885	protein_coding	known	LOC100259344	equal
TCONS_00067886	protein_coding	known	LOC100254231	equal
TCONS_00067889	protein_coding	known	LOC100249126	equal
TCONS_00067890	protein_coding	known	LOC100250857	equal
TCONS_00067892	protein_coding	known	LOC100245716	equal
TCONS_00067894	protein_coding	known	LOC100247308	equal
TCONS_00067897	protein_coding	known	LOC100262886	equal
TCONS_00067898	protein_coding	known	LOC100259282	equal
TCONS_00067903	protein_coding	known	LOC100252622	equal
TCONS_00069123	protein_coding	known	LOC100252622	equal
TCONS_00067906	protein_coding	known	LOC100264662	equal
TCONS_00067907	protein_coding	known	LOC100259489	equal
TCONS_00067909	protein_coding	known	LOC100252561	equal
TCONS_00067910	protein_coding	known	LOC100266448	equal
TCONS_00067914	protein_coding	known	LOC100245566	equal
TCONS_00067915	protein_coding	known	GER6	equal
TCONS_00067916	protein_coding	known	OPR3	equal
TCONS_00067918	protein_coding	known	LOC100252478	equal
TCONS_00067922	protein_coding	known	LOC100254224	equal
TCONS_00067923	protein_coding	known	LOC100250940	equal
TCONS_00067924	protein_coding	known	LOC100264512	equal
TCONS_00067926	protein_coding	known	LOC100266287	equal
TCONS_00067928	protein_coding	known	LOC109123414	equal
TCONS_00067929	protein_coding	known	LOC100262967	equal
TCONS_00067933	protein_coding	known	LOC100255989	equal
TCONS_00067934	protein_coding	known	LOC100242162	equal
TCONS_00067936	protein_coding	known	LOC100250851	equal
TCONS_00067935	protein_coding	known	LOC100250851	equal
TCONS_00067946	protein_coding	known	LOC100254150	equal
TCONS_00069143	protein_coding	known	LOC100249046	equal
TCONS_00067951	protein_coding	known	LOC100257752	equal
TCONS_00067955	protein_coding	known	LOC100255931	equal
TCONS_00067956	protein_coding	known	LOC100267957	equal
TCONS_00067958	protein_coding	known	LOC100257683	equal
TCONS_00067959	protein_coding	known	LOC100252546	equal
TCONS_00072027	protein_coding	known	LOC100247440	equal
TCONS_00067960	protein_coding	known	LOC100247440	equal
TCONS_00067961	protein_coding	known	LOC100242304	equal
TCONS_00067963	protein_coding	known	LOC109121544	equal
TCONS_00073016	protein_coding	known	LOC100249200	equal
TCONS_00067970	protein_coding	known	LOC100249269	equal
TCONS_00067971	protein_coding	known	LOC100261234	equal
TCONS_00067982	protein_coding	known	LOC100247581	equal
TCONS_00067983	protein_coding	known	LOC100242449	equal
TCONS_00067984	protein_coding	known	LOC100252472	equal
TCONS_00067985	protein_coding	known	LOC100247359	equal
TCONS_00067986	protein_coding	known	LOC100259328	equal
TCONS_00067995	protein_coding	known	LOC100261071	equal
TCONS_00068001	protein_coding	known	LOC100262870	equal
TCONS_00068002	protein_coding	known	LOC100247499	equal
TCONS_00069167	protein_coding	known	LOC100242363	equal
TCONS_00072561	protein_coding	known	LOC100242363	equal
TCONS_00068013	protein_coding	known	LOC100259473	equal
TCONS_00068017	protein_coding	known	LOC104880635	equal
TCONS_00068018	protein_coding	known	LOC100266357	equal
TCONS_00068019	protein_coding	known	LOC100244094	equal
TCONS_00068022	protein_coding	known	LOC100262721	equal
TCONS_00068024	protein_coding	known	LOC100257593	equal
TCONS_00068026	protein_coding	known	LOC100247351	equal
TCONS_00068030	protein_coding	known	LOC100259323	equal
TCONS_00068031	protein_coding	known	LOC100249106	equal
TCONS_00068035	protein_coding	known	LOC100243946	equal
TCONS_00068038	protein_coding	known	LOC100255975	equal
TCONS_00068037	protein_coding	known	LOC100255975	equal
TCONS_00068040	protein_coding	known	LOC100250835	equal
TCONS_00068041	protein_coding	known	LOC100245695	equal
TCONS_00068043	protein_coding	known	LOC100257740	equal
TCONS_00068045	protein_coding	known	LOC100266350	equal
TCONS_00068047	protein_coding	known	LOC100247495	equal
TCONS_00069183	protein_coding	known	LOC100264642	equal
TCONS_00068059	protein_coding	known	LOC100259466	equal
TCONS_00068068	protein_coding	known	NADP-ME	equal
TCONS_00068072	protein_coding	known	LOC100255916	equal
TCONS_00068071	protein_coding	known	LOC100255916	equal
TCONS_00068073	protein_coding	known	LOC100266427	equal
TCONS_00068074	protein_coding	known	LOC100256135	equal
TCONS_00068075	protein_coding	known	LOC100250752	equal
TCONS_00068076	protein_coding	known	LOC100245841	equal
TCONS_00068077	protein_coding	known	LOC100267936	equal
TCONS_00068084	protein_coding	known	LOC100264574	equal
TCONS_00068085	protein_coding	known	LOC100262713	equal
TCONS_00068086	protein_coding	known	LOC100266345	equal
TCONS_00068087	protein_coding	known	LOC100266345	equal
TCONS_00068089	protein_coding	known	LOC100252461	equal
TCONS_00068093	protein_coding	known	LOC100247344	equal
TCONS_00068091	protein_coding	known	LOC100247344	equal
TCONS_00068094	protein_coding	known	LOC100268083	equal
TCONS_00068095	protein_coding	known	LOC100264490	equal
TCONS_00068096	protein_coding	known	LOC100259318	equal
TCONS_00068097	protein_coding	known	LOC100254204	equal
TCONS_00068106	protein_coding	known	LOC100245687	equal
TCONS_00068114	protein_coding	known	LOC100252527	equal
TCONS_00068125	protein_coding	known	LOC100247489	equal
TCONS_00068126	protein_coding	known	LOC100259397	equal
TCONS_00068127	protein_coding	known	LOC100250904	equal
TCONS_00068128	protein_coding	known	LOC100264634	equal
TCONS_00068132	protein_coding	known	LOC100259459	equal
TCONS_00068131	protein_coding	known	LOC100259459	equal
TCONS_00068135	protein_coding	known	LOC100249249	equal
TCONS_00068137	protein_coding	known	LOC100245606	equal
TCONS_00068136	protein_coding	known	LOC100245606	equal
TCONS_00068141	protein_coding	known	LOC100249171	equal
TCONS_00068140	protein_coding	known	LOC100249171	equal
TCONS_00068143	protein_coding	known	LOC100252655	equal
TCONS_00068152	protein_coding	known	LOC100242201	equal
TCONS_00068153	protein_coding	known	LOC100243995	equal
TCONS_00069889	protein_coding	known	LOC100259308	equal
TCONS_00068155	protein_coding	known	LOC100259308	equal
TCONS_00068156	protein_coding	known	LOC100254194	equal
TCONS_00068160	protein_coding	known	LOC100261119	equal
TCONS_00068164	protein_coding	known	LOC100249084	equal
TCONS_00068165	protein_coding	known	LOC100243930	equal
TCONS_00068170	protein_coding	known	LOC100261048	equal
TCONS_00068173	protein_coding	known	LOC100854061	equal
TCONS_00068178	protein_coding	known	LOC100262845	equal
TCONS_00068182	protein_coding	known	LOC100252589	equal
TCONS_00068183	protein_coding	known	LOC100247481	equal
TCONS_00071061	protein_coding	known	LOC100247481	equal
TCONS_00068185	protein_coding	known	LOC100853647	equal
TCONS_00068186	protein_coding	known	LOC100259374	equal
TCONS_00068187	protein_coding	known	LOC100244070	equal
TCONS_00068188	protein_coding	known	LOC100256116	equal
TCONS_00068190	protein_coding	known	LOC100266320	equal
TCONS_00068192	protein_coding	known	LOC100257568	equal
TCONS_00068193	protein_coding	known	LOC100247325	equal
TCONS_00068198	protein_coding	known	LOC100254186	equal
TCONS_00068201	protein_coding	known	LOC100249078	equal
TCONS_00068202	protein_coding	known	LOC100262758	equal
TCONS_00068204	protein_coding	known	LOC100243923	equal
TCONS_00068206	protein_coding	known	LOC100266250	equal
TCONS_00068211	protein_coding	known	CIPK09	equal
TCONS_00068210	protein_coding	known	CIPK09	equal
TCONS_00068209	protein_coding	known	CIPK09	equal
TCONS_00068218	protein_coding	known	LOC100256021	equal
TCONS_00068217	protein_coding	known	LOC100256021	equal
TCONS_00068219	protein_coding	known	LOC100245731	equal
TCONS_00068220	protein_coding	known	LOC100242337	equal
TCONS_00068221	protein_coding	known	LOC100262905	equal
TCONS_00068222	protein_coding	known	LOC100259445	equal
TCONS_00068223	protein_coding	known	LOC100249232	equal
TCONS_00068224	protein_coding	known	LOC100259510	equal
TCONS_00068226	protein_coding	known	LOC100244059	equal
TCONS_00068225	protein_coding	known	LOC100244059	equal
TCONS_00070562	protein_coding	known	LOC100244059	equal
TCONS_00068227	protein_coding	known	LOC100254389	equal
TCONS_00068228	protein_coding	known	LOC100260961	equal
TCONS_00068232	protein_coding	known	LOC100245811	equal
TCONS_00069252	protein_coding	known	LOC100268134	equal
TCONS_00068233	protein_coding	known	LOC100268134	equal
TCONS_00068240	protein_coding	known	LOC100257854	equal
TCONS_00068241	protein_coding	known	LOC100256011	equal
TCONS_00068254	protein_coding	known	LOC100262689	equal
TCONS_00068257	protein_coding	known	LOC100241955	equal
TCONS_00068261	protein_coding	known	LOC100252214	equal
TCONS_00068260	protein_coding	known	LOC100252214	equal
TCONS_00068264	protein_coding	known	LOC100266108	equal
TCONS_00068267	protein_coding	known	LOC100243788	equal
TCONS_00068270	protein_coding	known	LOC100262695	equal
TCONS_00068272	protein_coding	known	LOC100248939	equal
TCONS_00068274	protein_coding	known	LOC100267845	equal
TCONS_00068276	protein_coding	known	LOC100242056	equal
TCONS_00068279	protein_coding	known	LOC100250663	equal
TCONS_00068284	protein_coding	known	LOC100243695	equal
TCONS_00068283	protein_coding	known	LOC100243695	equal
TCONS_00068288	protein_coding	known	LOC100246604	equal
TCONS_00068289	protein_coding	known	LOC100251745	equal
TCONS_00068292	protein_coding	known	LOC100267143	equal
TCONS_00068295	protein_coding	known	LOC100267134	equal
TCONS_00068298	protein_coding	known	LOC100253367	equal
TCONS_00068304	protein_coding	known	LOC100263642	equal
TCONS_00068307	protein_coding	known	LOC100241393	equal
TCONS_00069950	protein_coding	known	LOC100241393	equal
TCONS_00068311	protein_coding	known	LOC100246520	equal
TCONS_00068310	protein_coding	known	LOC100246520	equal
TCONS_00068309	protein_coding	known	LOC100246520	equal
TCONS_00068314	protein_coding	known	LOC100247841	equal
TCONS_00068315	protein_coding	known	LOC104880688	equal
TCONS_00068322	protein_coding	known	LOC104880697	equal
TCONS_00068324	protein_coding	known	LOC100246513	equal
TCONS_00068333	protein_coding	known	LOC100852602	equal
TCONS_00068334	protein_coding	known	LOC100259191	equal
TCONS_00068342	protein_coding	known	LOC100255894	equal
TCONS_00068344	protein_coding	known	LOC100257374	equal
TCONS_00068345	protein_coding	known	LOC100853380	equal
TCONS_00068347	protein_coding	known	LOC100853418	equal
TCONS_00068368	protein_coding	known	LOC100248351	equal
TCONS_00068367	protein_coding	known	LOC100248351	equal
TCONS_00068370	protein_coding	known	LOC100260378	equal
TCONS_00068371	protein_coding	known	LOC100265590	equal
TCONS_00068372	protein_coding	known	LOC100248407	equal
TCONS_00068373	protein_coding	known	LOC100253512	equal
TCONS_00068380	protein_coding	known	LOC100258659	equal
TCONS_00068385	protein_coding	known	LOC100246671	equal
TCONS_00068384	protein_coding	known	LOC100246671	equal
TCONS_00068390	protein_coding	known	LOC100244952	equal
TCONS_00068391	protein_coding	known	LOC100251807	equal
TCONS_00068392	protein_coding	known	LOC100243229	equal
TCONS_00068394	protein_coding	known	LOC100241709	equal
TCONS_00068397	protein_coding	known	LOC100255413	equal
TCONS_00068400	protein_coding	known	LOC100260481	equal
TCONS_00068401	protein_coding	known	LOC100265708	equal
TCONS_00068405	protein_coding	known	LOC100253614	equal
TCONS_00068404	protein_coding	known	LOC100253614	equal
TCONS_00068408	protein_coding	known	LOC100267388	equal
TCONS_00068409	protein_coding	known	LOC100251901	equal
TCONS_00068410	protein_coding	known	LOC100251872	equal
TCONS_00068411	protein_coding	known	LOC100262144	equal
TCONS_00068414	protein_coding	known	LOC100267393	equal
TCONS_00069322	protein_coding	known	LOC100267310	equal
TCONS_00069994	protein_coding	known	LOC100267310	equal
TCONS_00073113	protein_coding	known	LOC100267310	equal
TCONS_00068424	protein_coding	known	LOC100854114	equal
TCONS_00068429	protein_coding	known	LOC100250133	equal
TCONS_00068430	protein_coding	known	LOC100255302	equal
TCONS_00068449	protein_coding	known	LOC100250113	equal
TCONS_00068456	protein_coding	known	LOC100256672	equal
TCONS_00068457	protein_coding	known	LOC100261768	equal
TCONS_00068459	protein_coding	known	LOC100266959	equal
TCONS_00068474	protein_coding	known	LOC100267296	equal
TCONS_00068477	protein_coding	known	LOC100262044	equal
TCONS_00068480	protein_coding	known	LOC100244902	equal
TCONS_00068481	protein_coding	known	LOC100255419	equal
TCONS_00068508	protein_coding	known	LOC100243389	equal
TCONS_00068506	protein_coding	known	LOC100243389	equal
TCONS_00068521	protein_coding	known	LOC100262033	equal
TCONS_00068523	protein_coding	known	LOC104880749	equal
TCONS_00068529	protein_coding	known	LOC100248517	equal
TCONS_00068532	protein_coding	known	LOC100260354	equal
TCONS_00068564	protein_coding	known	LOC100265994	equal
TCONS_00068565	protein_coding	known	LOC100265994	equal
TCONS_00068568	protein_coding	known	LOC100259048	equal
TCONS_00068569	protein_coding	known	LOC100254023	equal
TCONS_00068571	protein_coding	known	LOC100241945	equal
TCONS_00068573	protein_coding	known	LOC100245404	equal
TCONS_00068587	protein_coding	known	LOC100267538	equal
TCONS_00068590	protein_coding	known	LOC100245233	equal
TCONS_00068592	protein_coding	known	LOC100255532	equal
TCONS_00071729	protein_coding	known	LOC100267421	equal
TCONS_00068597	protein_coding	known	LOC100855243	equal
TCONS_00068599	protein_coding	known	LOC100263241	equal
TCONS_00069412	protein_coding	known	LOC100240983	equal
TCONS_00069414	protein_coding	known	LOC100244514	equal
TCONS_00068610	protein_coding	known	LOC100253058	equal
TCONS_00068615	protein_coding	known	LOC109121426	equal
TCONS_00068617	protein_coding	known	LOC100266751	equal
TCONS_00068621	protein_coding	known	LOC100242794	equal
TCONS_00068628	protein_coding	known	LOC100254702	equal
TCONS_00068635	protein_coding	known	LOC100246170	equal
TCONS_00068634	protein_coding	known	LOC100246170	equal
TCONS_00068637	protein_coding	known	LOC100852603	equal
TCONS_00068638	protein_coding	known	LOC100241059	equal
TCONS_00068641	protein_coding	known	LOC100247924	equal
TCONS_00068643	protein_coding	known	LOC100259882	equal
TCONS_00068644	protein_coding	known	LOC100249647	equal
TCONS_00068647	protein_coding	known	LOC100258189	equal
TCONS_00068651	protein_coding	known	LOC100259893	equal
TCONS_00068652	protein_coding	known	LOC100254775	equal
TCONS_00068653	protein_coding	known	LOC100249657	equal
TCONS_00068657	protein_coding	known	LOC100241048	equal
TCONS_00068658	protein_coding	known	LOC100266827	equal
TCONS_00068660	protein_coding	known	LOC100251391	equal
TCONS_00070102	protein_coding	known	LOC100251391	equal
TCONS_00068661	protein_coding	known	LOC100251391	equal
TCONS_00068662	protein_coding	known	LOC100259877	equal
TCONS_00068665	protein_coding	known	LOC100254758	equal
TCONS_00068664	protein_coding	known	LOC100254758	equal
TCONS_00068667	protein_coding	known	LOC100240979	equal
